A new study created in RDB with name: XGBRegressor_19256
Trial 11 finished with value: 0.07443795994089411 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.1908344179144159, 'subsample': 0.5373264795338532, 'colsample_bytree': 0.1878905835814385, 'learning_rate': 0.3885907841050964, 'reg_alpha': 0.04505663257400045, 'reg_lambda': 9.907070951085458}. Best is trial 11 with value: 0.07443795994089411.
Trial 2918 finished with value: -14770578014.981432 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.7779089091109161, 'subsample': 0.10123907308332813, 'colsample_bytree': 0.7714113430074687, 'learning_rate': 0.9569335945735141, 'reg_alpha': 0.0014722714864811388, 'reg_lambda': 0.006645339758884334}. Best is trial 715 with value: 0.9377859576434285.
Trial 2911 finished with value: 0.7629838594649441 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.6772452677191844, 'subsample': 0.7200793876999112, 'colsample_bytree': 0.5677605436121858, 'learning_rate': 0.7679509196960393, 'reg_alpha': 0.2975458512611688, 'reg_lambda': 0.6606396487488813}. Best is trial 715 with value: 0.9377859576434285.
Trial 2883 finished with value: -3.222669472523074 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.9910838907426978, 'subsample': 0.35602576677221465, 'colsample_bytree': 0.6631547501761336, 'learning_rate': 0.9087229115865405, 'reg_alpha': 3.9592589020533726, 'reg_lambda': 0.13520587220719482}. Best is trial 715 with value: 0.9377859576434285.
Trial 2897 finished with value: 0.7706992481336176 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.550550030936467, 'subsample': 0.37258863184412283, 'colsample_bytree': 0.8605229603070351, 'learning_rate': 0.07514180439699403, 'reg_alpha': 0.0008063994210874605, 'reg_lambda': 1.9452858986503252}. Best is trial 715 with value: 0.9377859576434285.
Trial 2887 finished with value: 0.6654561318425208 and parameters: {'max_depth': 8, 'min_child_weight': 4, 'gamma': 0.5081150886790808, 'subsample': 0.5059301139266486, 'colsample_bytree': 0.898632238407185, 'learning_rate': 0.9644624155473953, 'reg_alpha': 0.00011451116058452695, 'reg_lambda': 0.004076797125627888}. Best is trial 715 with value: 0.9377859576434285.
Trial 2916 finished with value: 0.3292841495993761 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.6569261509169001, 'subsample': 0.23446710768805334, 'colsample_bytree': 0.12083722667004015, 'learning_rate': 0.5731924031951005, 'reg_alpha': 0.00010439309499423351, 'reg_lambda': 5.5699411334837095}. Best is trial 715 with value: 0.9377859576434285.
Trial 2881 finished with value: 0.9308129327587251 and parameters: {'max_depth': 8, 'min_child_weight': 4, 'gamma': 0.6396778395962799, 'subsample': 0.8657228138693295, 'colsample_bytree': 0.9068699534043643, 'learning_rate': 0.595925227813938, 'reg_alpha': 0.0020128601123553603, 'reg_lambda': 0.000559199242817074}. Best is trial 715 with value: 0.9377859576434285.
Trial 2898 finished with value: 0.9033453488034011 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.8489696634444568, 'subsample': 0.6335935664214873, 'colsample_bytree': 0.8375562962203024, 'learning_rate': 0.8300111880020259, 'reg_alpha': 0.10953279458579628, 'reg_lambda': 0.7273862182209486}. Best is trial 715 with value: 0.9377859576434285.
Trial 2920 finished with value: 0.4938738010939742 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.34460007958054717, 'subsample': 0.27118025598221895, 'colsample_bytree': 0.6102352254145376, 'learning_rate': 0.3301095411740059, 'reg_alpha': 1.0782594127622893, 'reg_lambda': 0.3184912263976012}. Best is trial 715 with value: 0.9377859576434285.
Trial 2914 finished with value: 0.6158619073017478 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.4742537346335399, 'subsample': 0.5391810508110444, 'colsample_bytree': 0.18042142316076604, 'learning_rate': 0.47782131044238785, 'reg_alpha': 0.3989832238999285, 'reg_lambda': 7.391209972556982}. Best is trial 715 with value: 0.9377859576434285.
Trial 2900 finished with value: 0.8634373301860622 and parameters: {'max_depth': 7, 'min_child_weight': 1, 'gamma': 0.6407175805658926, 'subsample': 0.3748124057814348, 'colsample_bytree': 0.48271061493163947, 'learning_rate': 0.3661205436374497, 'reg_alpha': 0.0005146480561369255, 'reg_lambda': 2.341669653508858}. Best is trial 715 with value: 0.9377859576434285.
Trial 2921 finished with value: 0.11946601347404205 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.15651080719682675, 'subsample': 0.4197375592730136, 'colsample_bytree': 0.9208155367716461, 'learning_rate': 0.893515476273256, 'reg_alpha': 0.6317899295939056, 'reg_lambda': 0.007525827862777281}. Best is trial 715 with value: 0.9377859576434285.
Trial 2917 finished with value: 0.7898359453147381 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.14179592060878454, 'subsample': 0.9788674853614379, 'colsample_bytree': 0.5377375988763787, 'learning_rate': 0.28306921376322247, 'reg_alpha': 0.0014750403892898095, 'reg_lambda': 0.01301411864469253}. Best is trial 715 with value: 0.9377859576434285.
Trial 2908 finished with value: 0.8704274464156715 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.45367290303552865, 'subsample': 0.611871521620694, 'colsample_bytree': 0.9153785314149676, 'learning_rate': 0.9341756013720729, 'reg_alpha': 0.00017508532743526866, 'reg_lambda': 0.11238191050119747}. Best is trial 715 with value: 0.9377859576434285.
Trial 2927 finished with value: 0.46754705544747416 and parameters: {'max_depth': 2, 'min_child_weight': 2, 'gamma': 0.1237508596775635, 'subsample': 0.9198911402637723, 'colsample_bytree': 0.16176717845709976, 'learning_rate': 0.851480808748207, 'reg_alpha': 0.0009426324436264861, 'reg_lambda': 0.034978230163804955}. Best is trial 715 with value: 0.9377859576434285.
Trial 2909 finished with value: 0.6256756452753985 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.10275757829450505, 'subsample': 0.32122170192374866, 'colsample_bytree': 0.9761160894655657, 'learning_rate': 0.5007317400834499, 'reg_alpha': 0.00023249908791115657, 'reg_lambda': 0.0014184572515832821}. Best is trial 715 with value: 0.9377859576434285.
Trial 2936 finished with value: 0.08740526174507113 and parameters: {'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.35044105566794204, 'subsample': 0.9794317692904513, 'colsample_bytree': 0.03779826795432428, 'learning_rate': 0.5773782921661269, 'reg_alpha': 2.670835748337646, 'reg_lambda': 0.025577240366024805}. Best is trial 715 with value: 0.9377859576434285.
Trial 2919 finished with value: 0.8514927258377843 and parameters: {'max_depth': 5, 'min_child_weight': 4, 'gamma': 0.9353985199315488, 'subsample': 0.6292802335510864, 'colsample_bytree': 0.7390182394523188, 'learning_rate': 0.20764476528414988, 'reg_alpha': 0.0004667489033116489, 'reg_lambda': 0.0006607750738309863}. Best is trial 715 with value: 0.9377859576434285.
Trial 2912 finished with value: 0.8319390520563095 and parameters: {'max_depth': 7, 'min_child_weight': 3, 'gamma': 0.5710701849203624, 'subsample': 0.6418748454648806, 'colsample_bytree': 0.4030440854038614, 'learning_rate': 0.20889100237491665, 'reg_alpha': 0.04151637182936077, 'reg_lambda': 0.016457809340590573}. Best is trial 715 with value: 0.9377859576434285.
Trial 2926 finished with value: 0.4808182859544529 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.6953857591394161, 'subsample': 0.08431886934189858, 'colsample_bytree': 0.7971077045038614, 'learning_rate': 0.09726527409382324, 'reg_alpha': 0.00015394455923033935, 'reg_lambda': 0.0020865980937552825}. Best is trial 715 with value: 0.9377859576434285.
Trial 2932 finished with value: 0.30175163973626723 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.2633008177421947, 'subsample': 0.1880456916016887, 'colsample_bytree': 0.09971701992212967, 'learning_rate': 0.032812418031661905, 'reg_alpha': 0.08202154856067852, 'reg_lambda': 0.0008683071795977184}. Best is trial 715 with value: 0.9377859576434285.
Trial 2915 finished with value: 0.8081109091638886 and parameters: {'max_depth': 7, 'min_child_weight': 1, 'gamma': 0.3005903817595028, 'subsample': 0.15645768023216755, 'colsample_bytree': 0.6447614528582739, 'learning_rate': 0.11504860347798851, 'reg_alpha': 0.15604661044451695, 'reg_lambda': 0.00031223157485875955}. Best is trial 715 with value: 0.9377859576434285.
Trial 2928 finished with value: 0.36048988036325547 and parameters: {'max_depth': 9, 'min_child_weight': 3, 'gamma': 0.9499768479289801, 'subsample': 0.07701587097697371, 'colsample_bytree': 0.2646847788056017, 'learning_rate': 0.08194253551200537, 'reg_alpha': 4.5258687238430655, 'reg_lambda': 0.008487457196914468}. Best is trial 715 with value: 0.9377859576434285.
Trial 2931 finished with value: 0.562220038747807 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.6996867654880867, 'subsample': 0.45029829753423156, 'colsample_bytree': 0.20457689731280926, 'learning_rate': 0.5031543376292652, 'reg_alpha': 1.4448436092826085, 'reg_lambda': 0.19487585745517308}. Best is trial 715 with value: 0.9377859576434285.
Trial 2930 finished with value: 0.7967449498116346 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.4516061310317311, 'subsample': 0.8939564420155103, 'colsample_bytree': 0.6048276045336839, 'learning_rate': 0.729251661911032, 'reg_alpha': 1.4742808961897833, 'reg_lambda': 1.0175328372230448}. Best is trial 715 with value: 0.9377859576434285.
Trial 2934 finished with value: 0.7571123912613995 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.21965712876716315, 'subsample': 0.9277209736851413, 'colsample_bytree': 0.46248526116402155, 'learning_rate': 0.16041526840776277, 'reg_alpha': 0.03964123169369188, 'reg_lambda': 0.0058809889539878065}. Best is trial 715 with value: 0.9377859576434285.
Trial 2925 finished with value: 0.7792864033163783 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.701238528854159, 'subsample': 0.5819833085071295, 'colsample_bytree': 0.6137723202066863, 'learning_rate': 0.05451010741100215, 'reg_alpha': 0.5305786753712929, 'reg_lambda': 0.008848722294306888}. Best is trial 715 with value: 0.9377859576434285.
Trial 2933 finished with value: -0.7583000201751308 and parameters: {'max_depth': 5, 'min_child_weight': 4, 'gamma': 0.18482570437334178, 'subsample': 0.2525032619403844, 'colsample_bytree': 0.2210764192536414, 'learning_rate': 0.7071154757761059, 'reg_alpha': 0.002524220763745493, 'reg_lambda': 0.10278247074546852}. Best is trial 715 with value: 0.9377859576434285.
Trial 2950 finished with value: 0.0919834708664238 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.46753351381738417, 'subsample': 0.961859091000037, 'colsample_bytree': 0.0912245442767704, 'learning_rate': 0.7483770678656402, 'reg_alpha': 0.007019182511536487, 'reg_lambda': 0.0004280073084367775}. Best is trial 715 with value: 0.9377859576434285.
Trial 2943 finished with value: 0.41948732347990836 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.4017270469269064, 'subsample': 0.3487942652741248, 'colsample_bytree': 0.6716147477126134, 'learning_rate': 0.6442054952890139, 'reg_alpha': 0.002113886618131839, 'reg_lambda': 1.268726291002899}. Best is trial 715 with value: 0.9377859576434285.
Trial 2952 finished with value: 0.07175277421699958 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.11061130985257395, 'subsample': 0.3204004294255104, 'colsample_bytree': 0.5434140108052927, 'learning_rate': 0.884597981153538, 'reg_alpha': 4.965415182658843, 'reg_lambda': 0.0012688250273269707}. Best is trial 715 with value: 0.9377859576434285.
Trial 2945 finished with value: 0.6066846192219614 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.7171389396972447, 'subsample': 0.797182930239029, 'colsample_bytree': 0.3653690607738087, 'learning_rate': 0.8472653869269514, 'reg_alpha': 0.0002378479210208487, 'reg_lambda': 0.000454641720241164}. Best is trial 715 with value: 0.9377859576434285.
Trial 2944 finished with value: 0.0763023389699383 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.4124169372961297, 'subsample': 0.10127819732458276, 'colsample_bytree': 0.2525477549131505, 'learning_rate': 0.2717675002508716, 'reg_alpha': 0.08277024645474772, 'reg_lambda': 0.00014447688922655685}. Best is trial 715 with value: 0.9377859576434285.
Trial 2955 finished with value: -0.469876283167982 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.817687549724461, 'subsample': 0.016213272387508915, 'colsample_bytree': 0.5844440436409816, 'learning_rate': 0.20439052035761884, 'reg_alpha': 0.0006744303559899248, 'reg_lambda': 0.02133075351741021}. Best is trial 715 with value: 0.9377859576434285.
Trial 2924 finished with value: 0.8391517602460685 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.6861866800630183, 'subsample': 0.49834059244046425, 'colsample_bytree': 0.661075021070195, 'learning_rate': 0.20376484747243384, 'reg_alpha': 0.0048478267940800426, 'reg_lambda': 0.007997362038346414}. Best is trial 715 with value: 0.9377859576434285.
Trial 2923 finished with value: 0.9058669789387546 and parameters: {'max_depth': 7, 'min_child_weight': 4, 'gamma': 0.6259571314872199, 'subsample': 0.8012613985646065, 'colsample_bytree': 0.9982983405427246, 'learning_rate': 0.11124547462704582, 'reg_alpha': 2.1166172331628688, 'reg_lambda': 3.9027504897727665}. Best is trial 715 with value: 0.9377859576434285.
Trial 2940 finished with value: 0.3559203043919967 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.47964485587391337, 'subsample': 0.058490184012925606, 'colsample_bytree': 0.5626782289718503, 'learning_rate': 0.12018134540291503, 'reg_alpha': 2.3732094377418815, 'reg_lambda': 0.06922158348678921}. Best is trial 715 with value: 0.9377859576434285.
Trial 2956 finished with value: 0.46093051197583457 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.7226590732315719, 'subsample': 0.5852277879406351, 'colsample_bytree': 0.9282902641314035, 'learning_rate': 0.12098612260116681, 'reg_alpha': 0.0009204039145051491, 'reg_lambda': 0.9854154678337503}. Best is trial 715 with value: 0.9377859576434285.
Trial 2922 finished with value: 0.9043142565734352 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.22987263743808628, 'subsample': 0.22247822238800885, 'colsample_bytree': 0.8802883931160995, 'learning_rate': 0.12398194028953402, 'reg_alpha': 0.005962924549085329, 'reg_lambda': 0.09411762999262362}. Best is trial 715 with value: 0.9377859576434285.
Trial 2929 finished with value: 0.9234734457089278 and parameters: {'max_depth': 7, 'min_child_weight': 3, 'gamma': 0.9213613760053768, 'subsample': 0.520785281828013, 'colsample_bytree': 0.6213882380660327, 'learning_rate': 0.871435918699701, 'reg_alpha': 1.4684201860614052, 'reg_lambda': 1.6409987271087425}. Best is trial 715 with value: 0.9377859576434285.
Trial 2949 finished with value: 0.05477303836473718 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.9466523990659589, 'subsample': 0.7607078372988073, 'colsample_bytree': 0.03098336966076054, 'learning_rate': 0.8328194375243966, 'reg_alpha': 3.370074738108261, 'reg_lambda': 0.0002707576820720301}. Best is trial 715 with value: 0.9377859576434285.
Trial 2946 finished with value: 0.5475652452693958 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.9124707416747699, 'subsample': 0.22124058642389977, 'colsample_bytree': 0.7497230840269399, 'learning_rate': 0.01881875427427715, 'reg_alpha': 0.00015211932299949882, 'reg_lambda': 0.010522179585426485}. Best is trial 715 with value: 0.9377859576434285.
Trial 2962 finished with value: -0.14938998285020802 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.9018212539740331, 'subsample': 0.1953512378200153, 'colsample_bytree': 0.5329069883531236, 'learning_rate': 0.9121322441644591, 'reg_alpha': 0.0011541131601571864, 'reg_lambda': 0.021468995759429732}. Best is trial 715 with value: 0.9377859576434285.
Trial 2935 finished with value: 0.9027074005587175 and parameters: {'max_depth': 6, 'min_child_weight': 1, 'gamma': 0.9388939506496465, 'subsample': 0.6977758346575939, 'colsample_bytree': 0.8278795529475974, 'learning_rate': 0.15177488181422394, 'reg_alpha': 0.005956477640051499, 'reg_lambda': 1.1655392575554253}. Best is trial 715 with value: 0.9377859576434285.
Trial 2951 finished with value: 0.7842815946525687 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.12274633366774923, 'subsample': 0.7509016779309498, 'colsample_bytree': 0.6735506070368362, 'learning_rate': 0.7319174650187822, 'reg_alpha': 1.2727141486610332, 'reg_lambda': 0.57000663302342}. Best is trial 715 with value: 0.9377859576434285.
Trial 2954 finished with value: 0.04521455650586294 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.05362782096237917, 'subsample': 0.5554261133463074, 'colsample_bytree': 0.032687260909992966, 'learning_rate': 0.5700070161514211, 'reg_alpha': 0.03842108364695705, 'reg_lambda': 1.2041123983996285}. Best is trial 715 with value: 0.9377859576434285.
Trial 2968 finished with value: 0.08265330321723253 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.9860936895706973, 'subsample': 0.5589277461167136, 'colsample_bytree': 0.176111512902002, 'learning_rate': 0.12605595070461395, 'reg_alpha': 0.00013195119339963485, 'reg_lambda': 8.333009768317243}. Best is trial 715 with value: 0.9377859576434285.
Trial 2947 finished with value: 0.9051550162358644 and parameters: {'max_depth': 8, 'min_child_weight': 4, 'gamma': 0.6193520872934476, 'subsample': 0.8511440890735594, 'colsample_bytree': 0.8761937611055396, 'learning_rate': 0.887561632673412, 'reg_alpha': 6.955005274926702, 'reg_lambda': 0.002475890547988452}. Best is trial 715 with value: 0.9377859576434285.
Trial 2938 finished with value: -27.550627301385216 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.3463245830089783, 'subsample': 0.6175927344727404, 'colsample_bytree': 0.39765186976750644, 'learning_rate': 0.0006963781286121185, 'reg_alpha': 0.0066844834271559805, 'reg_lambda': 0.0014649352956870392}. Best is trial 715 with value: 0.9377859576434285.
Trial 2964 finished with value: 0.38009392937478365 and parameters: {'max_depth': 2, 'min_child_weight': 2, 'gamma': 0.6500226717332555, 'subsample': 0.5617102093902564, 'colsample_bytree': 0.46367281135074356, 'learning_rate': 0.04043466837815535, 'reg_alpha': 0.016909976558369084, 'reg_lambda': 0.18767683942021374}. Best is trial 715 with value: 0.9377859576434285.
Trial 2942 finished with value: 0.826750309533607 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.5170728395339586, 'subsample': 0.21157708693235067, 'colsample_bytree': 0.881686281197138, 'learning_rate': 0.23910817862860256, 'reg_alpha': 7.867301661351254, 'reg_lambda': 0.054743930283746765}. Best is trial 715 with value: 0.9377859576434285.
Trial 2948 finished with value: 0.8772038473245778 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.18099691843027355, 'subsample': 0.6639829809973274, 'colsample_bytree': 0.8686032993508427, 'learning_rate': 0.5197823293007922, 'reg_alpha': 0.1312900288587133, 'reg_lambda': 0.00053531558883485}. Best is trial 715 with value: 0.9377859576434285.
Trial 2960 finished with value: 0.014716218196628671 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.3915814070524466, 'subsample': 0.0564039774970968, 'colsample_bytree': 0.9274500506174722, 'learning_rate': 0.2920280035681696, 'reg_alpha': 0.2697051326580827, 'reg_lambda': 1.255549315759683}. Best is trial 715 with value: 0.9377859576434285.
Trial 2978 finished with value: 0.06356310275218292 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.2375828368723597, 'subsample': 0.2222807666279235, 'colsample_bytree': 0.5241877613957538, 'learning_rate': 0.25392370876670434, 'reg_alpha': 0.01354936845264623, 'reg_lambda': 0.0013367226229142827}. Best is trial 715 with value: 0.9377859576434285.
Trial 2967 finished with value: -26.83065995559259 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.32313018465715027, 'subsample': 0.11941200076117198, 'colsample_bytree': 0.39121102248310957, 'learning_rate': 0.5361290516919209, 'reg_alpha': 0.9133353382492148, 'reg_lambda': 0.0010997708671369292}. Best is trial 715 with value: 0.9377859576434285.
Trial 2963 finished with value: 0.6171337935898651 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.0811788415369773, 'subsample': 0.8269695781416697, 'colsample_bytree': 0.3225325034481389, 'learning_rate': 0.07516526148851355, 'reg_alpha': 0.015951765989929586, 'reg_lambda': 9.363005424775954}. Best is trial 715 with value: 0.9377859576434285.
Trial 2957 finished with value: 0.4712113510180217 and parameters: {'max_depth': 6, 'min_child_weight': 1, 'gamma': 0.8612223655333745, 'subsample': 0.5948599790378072, 'colsample_bytree': 0.17936729277815755, 'learning_rate': 0.9137355735435128, 'reg_alpha': 0.004479902577398169, 'reg_lambda': 0.0007034198663446013}. Best is trial 715 with value: 0.9377859576434285.
Trial 2980 finished with value: 0.07872170934402994 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.6003653597803402, 'subsample': 0.15150492881190458, 'colsample_bytree': 0.11821924909452697, 'learning_rate': 0.091332141453905, 'reg_alpha': 0.0030874576772389303, 'reg_lambda': 0.0010366126452559267}. Best is trial 715 with value: 0.9377859576434285.
Trial 2939 finished with value: 0.4204665894114138 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.4220128048301812, 'subsample': 0.3339682367681365, 'colsample_bytree': 0.5258385811585282, 'learning_rate': 0.6322837186704913, 'reg_alpha': 0.004432237277680063, 'reg_lambda': 0.0001797850677068721}. Best is trial 715 with value: 0.9377859576434285.
Trial 2970 finished with value: 0.6023501452673341 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.660185117067355, 'subsample': 0.4089195289207558, 'colsample_bytree': 0.9178890966533434, 'learning_rate': 0.661382491784042, 'reg_alpha': 0.9969762044099771, 'reg_lambda': 0.001759318881855398}. Best is trial 715 with value: 0.9377859576434285.
Trial 2958 finished with value: 0.8254203329884516 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.08982859215900363, 'subsample': 0.6952890340215774, 'colsample_bytree': 0.48881485475626085, 'learning_rate': 0.3500476226345083, 'reg_alpha': 0.0039615090129459995, 'reg_lambda': 5.59718995680912}. Best is trial 715 with value: 0.9377859576434285.
Trial 2937 finished with value: 0.9074363820723957 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.535073905477413, 'subsample': 0.7297012477400736, 'colsample_bytree': 0.6356760442729893, 'learning_rate': 0.3059305790798247, 'reg_alpha': 0.1433763292609829, 'reg_lambda': 4.601442040849567}. Best is trial 715 with value: 0.9377859576434285.
Trial 2966 finished with value: -0.30859606951246377 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.6234276577665092, 'subsample': 0.1787105618460444, 'colsample_bytree': 0.053481582732175514, 'learning_rate': 0.6526072061409637, 'reg_alpha': 0.020645947616167375, 'reg_lambda': 0.00010405830211708005}. Best is trial 715 with value: 0.9377859576434285.
Trial 2953 finished with value: 0.6781216288301696 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.8838670832496062, 'subsample': 0.3414853813684813, 'colsample_bytree': 0.300672310380246, 'learning_rate': 0.22878982913358692, 'reg_alpha': 0.07194434837562119, 'reg_lambda': 0.0009651591670140969}. Best is trial 715 with value: 0.9377859576434285.
Trial 2976 finished with value: -5.587243087800349 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.7239871811323136, 'subsample': 0.25322097932168874, 'colsample_bytree': 0.22271068473774291, 'learning_rate': 0.9737941328497247, 'reg_alpha': 6.417247285130671, 'reg_lambda': 0.0006040063033918416}. Best is trial 715 with value: 0.9377859576434285.
Trial 2969 finished with value: 0.6790742557717976 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.009406721329944578, 'subsample': 0.8897721003312775, 'colsample_bytree': 0.1789498579597818, 'learning_rate': 0.773130164834415, 'reg_alpha': 6.62839398111838, 'reg_lambda': 3.6382089464462553}. Best is trial 715 with value: 0.9377859576434285.
Trial 2959 finished with value: 0.9102258722510708 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.8209338278390446, 'subsample': 0.49567710160914025, 'colsample_bytree': 0.9820214392894066, 'learning_rate': 0.7291257275798325, 'reg_alpha': 0.1336367064369529, 'reg_lambda': 0.22662675330279985}. Best is trial 715 with value: 0.9377859576434285.
Trial 2990 finished with value: -0.05075120164721406 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.949320993490371, 'subsample': 0.3663291622073094, 'colsample_bytree': 0.5285463213604207, 'learning_rate': 0.982003484440954, 'reg_alpha': 0.3458633442664727, 'reg_lambda': 0.01831155942560722}. Best is trial 715 with value: 0.9377859576434285.
Trial 2989 finished with value: 0.07174556312290874 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.4443227503014304, 'subsample': 0.39688063982691557, 'colsample_bytree': 0.6611449101821036, 'learning_rate': 0.4898990344211862, 'reg_alpha': 0.003754902238716802, 'reg_lambda': 0.0011493615928276028}. Best is trial 715 with value: 0.9377859576434285.
Trial 2965 finished with value: 0.7812293453149344 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.5437385152290733, 'subsample': 0.42148622623597665, 'colsample_bytree': 0.8663565613838461, 'learning_rate': 0.37952787189919457, 'reg_alpha': 0.030088794032777703, 'reg_lambda': 0.027822133184738557}. Best is trial 715 with value: 0.9377859576434285.
Trial 2972 finished with value: 0.8566972254294616 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.719285755649736, 'subsample': 0.8261101505488584, 'colsample_bytree': 0.7320520899490366, 'learning_rate': 0.8893164769839091, 'reg_alpha': 0.1334192663174602, 'reg_lambda': 0.22979802857694853}. Best is trial 715 with value: 0.9377859576434285.
Trial 2985 finished with value: -46.224977153929295 and parameters: {'max_depth': 8, 'min_child_weight': 4, 'gamma': 0.5896883040796811, 'subsample': 0.03152840432337989, 'colsample_bytree': 0.8647826891570379, 'learning_rate': 0.5832205918902205, 'reg_alpha': 0.00043074593940253933, 'reg_lambda': 0.00046315853593480465}. Best is trial 715 with value: 0.9377859576434285.
Trial 2973 finished with value: -67624211.33563282 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.694644740579665, 'subsample': 0.08225857466103337, 'colsample_bytree': 0.24672905684193525, 'learning_rate': 0.8425912135486615, 'reg_alpha': 0.000489307114607825, 'reg_lambda': 0.2599920568100514}. Best is trial 715 with value: 0.9377859576434285.
Trial 2961 finished with value: 0.7041668204171613 and parameters: {'max_depth': 7, 'min_child_weight': 3, 'gamma': 0.09694399716061208, 'subsample': 0.6574606454096956, 'colsample_bytree': 0.24199006753219332, 'learning_rate': 0.03286741754912281, 'reg_alpha': 0.001762718325728686, 'reg_lambda': 0.0008694200429463509}. Best is trial 715 with value: 0.9377859576434285.
Trial 2941 finished with value: 0.9099632283474367 and parameters: {'max_depth': 9, 'min_child_weight': 3, 'gamma': 0.7743834630613623, 'subsample': 0.8992528254582978, 'colsample_bytree': 0.8057697077958982, 'learning_rate': 0.40701006643946125, 'reg_alpha': 0.001210853863762841, 'reg_lambda': 0.018464144545169776}. Best is trial 715 with value: 0.9377859576434285.
Trial 2975 finished with value: 0.7048399234423594 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.8886269943726272, 'subsample': 0.3731673601473243, 'colsample_bytree': 0.6175818580683374, 'learning_rate': 0.08725360155490502, 'reg_alpha': 4.482416604823029, 'reg_lambda': 0.00022590442109940315}. Best is trial 715 with value: 0.9377859576434285.
