A new study created in RDB with name: XGBRegressor_6531
Trial 17 finished with value: 0.4467439670228604 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.8869700038235654, 'subsample': 0.012102099265793198, 'colsample_bytree': 0.4559829485685656, 'learning_rate': 0.851666569233345, 'reg_alpha': 0.0009398634107741563, 'reg_lambda': 2.1210423643248144}. Best is trial 17 with value: 0.4467439670228604.
Trial 836 finished with value: 0.7060366605129155 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.3639286994212708, 'subsample': 0.8332767646301376, 'colsample_bytree': 0.8992157941874084, 'learning_rate': 0.542762837276498, 'reg_alpha': 2.4303973748139134, 'reg_lambda': 5.285296107566569}. Best is trial 590 with value: 0.8162745702907286.
Trial 799 finished with value: 0.6477424459926291 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.8687985875205911, 'subsample': 0.5665349889733918, 'colsample_bytree': 0.44936562305371264, 'learning_rate': 0.4725290538395547, 'reg_alpha': 0.00012053975318211897, 'reg_lambda': 0.38269807689077373}. Best is trial 590 with value: 0.8162745702907286.
Trial 814 finished with value: 0.01694113297418213 and parameters: {'max_depth': 7, 'min_child_weight': 1, 'gamma': 0.6440594956622321, 'subsample': 0.24345455187814224, 'colsample_bytree': 0.5502645062407399, 'learning_rate': 0.4218929273528633, 'reg_alpha': 0.0010917980448745292, 'reg_lambda': 0.013767290027305194}. Best is trial 590 with value: 0.8162745702907286.
Trial 838 finished with value: 0.7133436995494088 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.5099368392292568, 'subsample': 0.08609299431924589, 'colsample_bytree': 0.7769056502909564, 'learning_rate': 0.38269744039695797, 'reg_alpha': 0.02940722389469923, 'reg_lambda': 4.1931258810213805}. Best is trial 590 with value: 0.8162745702907286.
Trial 803 finished with value: 0.644247794117881 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.19494964876339804, 'subsample': 0.7774164548474625, 'colsample_bytree': 0.7408414347042592, 'learning_rate': 0.402748165724622, 'reg_alpha': 0.0034792641634231875, 'reg_lambda': 0.0012562086939235018}. Best is trial 590 with value: 0.8162745702907286.
Trial 828 finished with value: 0.28799493090864214 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.11792980755478644, 'subsample': 0.18782412866885634, 'colsample_bytree': 0.6139760431420458, 'learning_rate': 0.7356035098454304, 'reg_alpha': 1.0114514299973714, 'reg_lambda': 3.0360306152235967}. Best is trial 590 with value: 0.8162745702907286.
Trial 848 finished with value: 0.7914850945576272 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.940819024606845, 'subsample': 0.7801613879748132, 'colsample_bytree': 0.20818798422414564, 'learning_rate': 0.7015288867781718, 'reg_alpha': 0.9081658196394168, 'reg_lambda': 0.010005861676342112}. Best is trial 590 with value: 0.8162745702907286.
Trial 833 finished with value: 0.7161107242249976 and parameters: {'max_depth': 7, 'min_child_weight': 3, 'gamma': 0.31448988982707604, 'subsample': 0.6688832636794331, 'colsample_bytree': 0.16357891167110516, 'learning_rate': 0.39932432257634043, 'reg_alpha': 1.0955714778252292, 'reg_lambda': 0.011495210947182687}. Best is trial 590 with value: 0.8162745702907286.
Trial 835 finished with value: 0.7406376473245169 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.5412038863883126, 'subsample': 0.6758565699458315, 'colsample_bytree': 0.12891908676017327, 'learning_rate': 0.5112959588108639, 'reg_alpha': 0.3433804086728542, 'reg_lambda': 0.038557041506775844}. Best is trial 590 with value: 0.8162745702907286.
Trial 825 finished with value: -1.9706573871302537 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.6680034499510104, 'subsample': 0.151581921234611, 'colsample_bytree': 0.35602777420535314, 'learning_rate': 0.41051848382155787, 'reg_alpha': 0.0017819845541539134, 'reg_lambda': 0.031876979785389586}. Best is trial 590 with value: 0.8162745702907286.
Trial 844 finished with value: -15525.881055938638 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.5773349176520619, 'subsample': 0.09170619647610778, 'colsample_bytree': 0.9272636648215787, 'learning_rate': 0.5230521438726917, 'reg_alpha': 0.000461499560942806, 'reg_lambda': 0.00014396677572947708}. Best is trial 590 with value: 0.8162745702907286.
Trial 847 finished with value: 0.7636874850627324 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.8010290529407891, 'subsample': 0.9987517740411399, 'colsample_bytree': 0.1100723037972211, 'learning_rate': 0.890206327387379, 'reg_alpha': 1.3797586065943146, 'reg_lambda': 0.44467544988578106}. Best is trial 590 with value: 0.8162745702907286.
Trial 840 finished with value: -13.802582519928345 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.3136845970625701, 'subsample': 0.20868648805651824, 'colsample_bytree': 0.2570468333002085, 'learning_rate': 0.6169888975574609, 'reg_alpha': 0.00016243083747561718, 'reg_lambda': 0.0005826904141478047}. Best is trial 590 with value: 0.8162745702907286.
Trial 845 finished with value: 0.7126927533371679 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.48276823742294506, 'subsample': 0.347598583007115, 'colsample_bytree': 0.09239732277936918, 'learning_rate': 0.7368598736483624, 'reg_alpha': 0.03193712236070286, 'reg_lambda': 0.9143301678963879}. Best is trial 590 with value: 0.8162745702907286.
Trial 827 finished with value: 0.6803161802752857 and parameters: {'max_depth': 7, 'min_child_weight': 3, 'gamma': 0.892760256141436, 'subsample': 0.6769262053417751, 'colsample_bytree': 0.9641489890543807, 'learning_rate': 0.18932034804973397, 'reg_alpha': 0.0042640709966780205, 'reg_lambda': 0.011967357247619843}. Best is trial 590 with value: 0.8162745702907286.
Trial 829 finished with value: 0.7379032166520185 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.35269358042295007, 'subsample': 0.7854745458765439, 'colsample_bytree': 0.9594676699531063, 'learning_rate': 0.18048405234495635, 'reg_alpha': 2.684889779201389, 'reg_lambda': 0.018935524916597654}. Best is trial 590 with value: 0.8162745702907286.
Trial 842 finished with value: 0.3066947361645359 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.9939807376124292, 'subsample': 0.13916204275037392, 'colsample_bytree': 0.9291484027997096, 'learning_rate': 0.3886903731743401, 'reg_alpha': 3.3375753621424273, 'reg_lambda': 0.003072920062388104}. Best is trial 590 with value: 0.8162745702907286.
Trial 815 finished with value: 0.7026507312502841 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.558195603708248, 'subsample': 0.9658810291532884, 'colsample_bytree': 0.5122658025874147, 'learning_rate': 0.7977540825099371, 'reg_alpha': 0.0006854962579849997, 'reg_lambda': 0.1494927013379069}. Best is trial 590 with value: 0.8162745702907286.
Trial 851 finished with value: 0.7344868790125794 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.6271715543538429, 'subsample': 0.8696726742428584, 'colsample_bytree': 0.05190122140116349, 'learning_rate': 0.8906377323580902, 'reg_alpha': 0.0004981058841980915, 'reg_lambda': 0.6353484676887492}. Best is trial 590 with value: 0.8162745702907286.
Trial 861 finished with value: -3.5164725531038896 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.11938732148869102, 'subsample': 0.024496130333395927, 'colsample_bytree': 0.8066057545356216, 'learning_rate': 0.6821745807209271, 'reg_alpha': 0.0009885664799294102, 'reg_lambda': 0.0021677755507424575}. Best is trial 590 with value: 0.8162745702907286.
Trial 822 finished with value: 0.5575592411520464 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.6908604377551674, 'subsample': 0.6486769275931071, 'colsample_bytree': 0.9505532680031088, 'learning_rate': 0.951165656859505, 'reg_alpha': 0.0011794254806780705, 'reg_lambda': 0.493493822984234}. Best is trial 590 with value: 0.8162745702907286.
Trial 823 finished with value: 0.6625325497227329 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.4037211789916324, 'subsample': 0.9701992891340461, 'colsample_bytree': 0.7289505528395854, 'learning_rate': 0.6490144049257489, 'reg_alpha': 0.00010602295589472401, 'reg_lambda': 0.00039357372352243384}. Best is trial 590 with value: 0.8162745702907286.
Trial 849 finished with value: 0.6249038544628931 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.05776637918010108, 'subsample': 0.8775465595428417, 'colsample_bytree': 0.5882881195175143, 'learning_rate': 0.3296076232054952, 'reg_alpha': 2.951604575476345, 'reg_lambda': 0.12143605843037795}. Best is trial 590 with value: 0.8162745702907286.
Trial 853 finished with value: 0.706679824617668 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.4545764143307679, 'subsample': 0.8275256189343108, 'colsample_bytree': 0.5861510661845334, 'learning_rate': 0.20118522645454595, 'reg_alpha': 0.00044404020062576013, 'reg_lambda': 0.005683796628326035}. Best is trial 590 with value: 0.8162745702907286.
Trial 869 finished with value: 0.7441628135045383 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.30322733598932083, 'subsample': 0.6237775345196334, 'colsample_bytree': 0.0918606806214346, 'learning_rate': 0.19359816435393873, 'reg_alpha': 3.435986737289675, 'reg_lambda': 0.0018442050484980253}. Best is trial 590 with value: 0.8162745702907286.
Trial 839 finished with value: 0.551532080546303 and parameters: {'max_depth': 7, 'min_child_weight': 4, 'gamma': 0.9899062635239193, 'subsample': 0.5526234244721611, 'colsample_bytree': 0.8382576994828995, 'learning_rate': 0.41897629447082807, 'reg_alpha': 0.16592616763228124, 'reg_lambda': 0.021913704474952257}. Best is trial 590 with value: 0.8162745702907286.
Trial 857 finished with value: -323898485145.9072 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.5454419631249857, 'subsample': 0.08718972905234523, 'colsample_bytree': 0.6356169222481493, 'learning_rate': 0.8020539001686764, 'reg_alpha': 0.16790656768880963, 'reg_lambda': 0.1978307665025719}. Best is trial 590 with value: 0.8162745702907286.
Trial 862 finished with value: -453.6805455950377 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.2116407951233994, 'subsample': 0.1131771967084525, 'colsample_bytree': 0.10433479305758164, 'learning_rate': 0.8529341109534714, 'reg_alpha': 0.011134577076291743, 'reg_lambda': 0.0010390211041342923}. Best is trial 590 with value: 0.8162745702907286.
Trial 865 finished with value: 0.649862665418777 and parameters: {'max_depth': 3, 'min_child_weight': 4, 'gamma': 0.13884915047661794, 'subsample': 0.9086420061607835, 'colsample_bytree': 0.9807197633702112, 'learning_rate': 0.6147142539006389, 'reg_alpha': 0.10040922669525351, 'reg_lambda': 0.3105466615920559}. Best is trial 590 with value: 0.8162745702907286.
Trial 868 finished with value: 0.8017060356093133 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.6265772714466393, 'subsample': 0.28470971594387173, 'colsample_bytree': 0.5768440052660806, 'learning_rate': 0.20156141775378233, 'reg_alpha': 0.7029331142576413, 'reg_lambda': 1.003485352503127}. Best is trial 590 with value: 0.8162745702907286.
Trial 846 finished with value: 0.5024714556154863 and parameters: {'max_depth': 8, 'min_child_weight': 4, 'gamma': 0.5812989568093914, 'subsample': 0.8241682311734367, 'colsample_bytree': 0.2980511761267467, 'learning_rate': 0.8280655017398718, 'reg_alpha': 0.0017919195792902483, 'reg_lambda': 0.00025909793009887435}. Best is trial 590 with value: 0.8162745702907286.
Trial 855 finished with value: 0.536047936565374 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.07957395347176699, 'subsample': 0.6998904138052405, 'colsample_bytree': 0.7550126546641324, 'learning_rate': 0.7936568428233847, 'reg_alpha': 7.86946026713662, 'reg_lambda': 0.0006281232518041362}. Best is trial 590 with value: 0.8162745702907286.
Trial 866 finished with value: 0.7487824889980076 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.2946253983368686, 'subsample': 0.4349628990738338, 'colsample_bytree': 0.5466644158676505, 'learning_rate': 0.330494727232888, 'reg_alpha': 8.000768228862293, 'reg_lambda': 0.2622393249851331}. Best is trial 590 with value: 0.8162745702907286.
Trial 852 finished with value: 0.6454415480350271 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.8214911388002046, 'subsample': 0.7319976112598185, 'colsample_bytree': 0.5595875377874225, 'learning_rate': 0.21588402694243058, 'reg_alpha': 0.0027080412352327465, 'reg_lambda': 3.849612420224736}. Best is trial 590 with value: 0.8162745702907286.
Trial 876 finished with value: 0.7402403769003933 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.30088189479001737, 'subsample': 0.7910221260975758, 'colsample_bytree': 0.11654415085889114, 'learning_rate': 0.47891862006972896, 'reg_alpha': 0.01549388436317092, 'reg_lambda': 5.73987460653048}. Best is trial 590 with value: 0.8162745702907286.
Trial 854 finished with value: 0.563979734259195 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.7739909935351911, 'subsample': 0.4944842833141704, 'colsample_bytree': 0.4037374988235881, 'learning_rate': 0.7008990973236564, 'reg_alpha': 5.420755323793365, 'reg_lambda': 0.44313629405611826}. Best is trial 590 with value: 0.8162745702907286.
Trial 843 finished with value: 0.7349504454991257 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.8594681179082235, 'subsample': 0.542307442627363, 'colsample_bytree': 0.8284674284409133, 'learning_rate': 0.04407293703259585, 'reg_alpha': 0.04548864035712999, 'reg_lambda': 1.3000563360226287}. Best is trial 590 with value: 0.8162745702907286.
Trial 871 finished with value: -61.61285887035575 and parameters: {'max_depth': 8, 'min_child_weight': 4, 'gamma': 0.8014307731335581, 'subsample': 0.06262494222236459, 'colsample_bytree': 0.6107689223846307, 'learning_rate': 0.6197995734571313, 'reg_alpha': 5.8175964100017845, 'reg_lambda': 0.0011640833595390697}. Best is trial 590 with value: 0.8162745702907286.
Trial 880 finished with value: 0.7358344845053583 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.9798710424646757, 'subsample': 0.5842936162325829, 'colsample_bytree': 0.5203352280566163, 'learning_rate': 0.34690776836394044, 'reg_alpha': 0.0015983899236685448, 'reg_lambda': 0.013806318096773178}. Best is trial 590 with value: 0.8162745702907286.
Trial 850 finished with value: 0.38765401367352414 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.2009609046036991, 'subsample': 0.5481874237553014, 'colsample_bytree': 0.35843850772158037, 'learning_rate': 0.7630483932182153, 'reg_alpha': 0.009153160142304523, 'reg_lambda': 0.15242016042202877}. Best is trial 590 with value: 0.8162745702907286.
Trial 860 finished with value: 0.6078786664873882 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.5534728367307116, 'subsample': 0.9876364682084658, 'colsample_bytree': 0.7047505061111743, 'learning_rate': 0.3712055797776267, 'reg_alpha': 0.32129013109385496, 'reg_lambda': 0.08876984292003909}. Best is trial 590 with value: 0.8162745702907286.
Trial 859 finished with value: 0.5709887323888932 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.34789810835601365, 'subsample': 0.2843519702627272, 'colsample_bytree': 0.35208242254333266, 'learning_rate': 0.46090753629557557, 'reg_alpha': 9.10918566418808, 'reg_lambda': 0.00018877814178774343}. Best is trial 590 with value: 0.8162745702907286.
Trial 863 finished with value: 0.6405346781309674 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.23414855154348113, 'subsample': 0.23079080472552438, 'colsample_bytree': 0.8615072761919329, 'learning_rate': 0.2394105009449553, 'reg_alpha': 0.0056500203568784395, 'reg_lambda': 1.0123595114300485}. Best is trial 590 with value: 0.8162745702907286.
Trial 870 finished with value: 0.7355579317808618 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.22243850135246346, 'subsample': 0.5065348832504224, 'colsample_bytree': 0.10105860977257852, 'learning_rate': 0.8245022944491727, 'reg_alpha': 5.630740996305262, 'reg_lambda': 0.012578600032368525}. Best is trial 590 with value: 0.8162745702907286.
Trial 879 finished with value: 0.8009183723787074 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.019541528609677283, 'subsample': 0.928014314600904, 'colsample_bytree': 0.5200212041043628, 'learning_rate': 0.1763674129330659, 'reg_alpha': 0.00022783177791942355, 'reg_lambda': 0.02934610786849212}. Best is trial 590 with value: 0.8162745702907286.
Trial 882 finished with value: 0.7853447610191706 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.8741312342592772, 'subsample': 0.8207726427956816, 'colsample_bytree': 0.34961276697711574, 'learning_rate': 0.7569240333504146, 'reg_alpha': 0.00043275511162297784, 'reg_lambda': 5.1708188546880365}. Best is trial 590 with value: 0.8162745702907286.
Trial 867 finished with value: -3.2249638808552086 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.47544545959664697, 'subsample': 0.19546397741307198, 'colsample_bytree': 0.18622535969021314, 'learning_rate': 0.8574053786678667, 'reg_alpha': 0.00031804733225243776, 'reg_lambda': 0.06027186324131776}. Best is trial 590 with value: 0.8162745702907286.
Trial 881 finished with value: 0.7602122300382941 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.16868981077638556, 'subsample': 0.05367846410077026, 'colsample_bytree': 0.2628471499706878, 'learning_rate': 0.38521239612601876, 'reg_alpha': 1.2265298497017965, 'reg_lambda': 8.225261209937694}. Best is trial 590 with value: 0.8162745702907286.
Trial 889 finished with value: 0.7300169464107477 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.33337472571505633, 'subsample': 0.5006956841648799, 'colsample_bytree': 0.12700579483707564, 'learning_rate': 0.7301009616634663, 'reg_alpha': 0.003970930155308942, 'reg_lambda': 1.8683765848577099}. Best is trial 590 with value: 0.8162745702907286.
Trial 893 finished with value: 0.41855688650776457 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.6819086152494149, 'subsample': 0.3975758107470141, 'colsample_bytree': 0.17395824436231277, 'learning_rate': 0.002519776934204132, 'reg_alpha': 0.41686733727907027, 'reg_lambda': 0.23716778187565815}. Best is trial 590 with value: 0.8162745702907286.
Trial 873 finished with value: 0.7796388767296962 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.7508572196182363, 'subsample': 0.28020339473546296, 'colsample_bytree': 0.23702047890212385, 'learning_rate': 0.14451204914866844, 'reg_alpha': 0.0001406403586408418, 'reg_lambda': 0.00022388007339555852}. Best is trial 590 with value: 0.8162745702907286.
Trial 878 finished with value: 0.7363078472340654 and parameters: {'max_depth': 10, 'min_child_weight': 4, 'gamma': 0.2207727143532473, 'subsample': 0.6370926733841952, 'colsample_bytree': 0.0008470073195044892, 'learning_rate': 0.3469207494343899, 'reg_alpha': 0.014958808192182265, 'reg_lambda': 7.653083248888134}. Best is trial 590 with value: 0.8162745702907286.
Trial 883 finished with value: 0.7382896094898947 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.5000186035424863, 'subsample': 0.9243865309153075, 'colsample_bytree': 0.017855532649731942, 'learning_rate': 0.39886796077546316, 'reg_alpha': 4.6772645728396105, 'reg_lambda': 0.0038827550215833743}. Best is trial 590 with value: 0.8162745702907286.
Trial 884 finished with value: -1.4408613672249673 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.6870909723126016, 'subsample': 0.0302108277879507, 'colsample_bytree': 0.5952846151920207, 'learning_rate': 0.5327483525944945, 'reg_alpha': 1.0825322654527934, 'reg_lambda': 1.6847620099070526}. Best is trial 590 with value: 0.8162745702907286.
Trial 874 finished with value: 0.7759995260334105 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.7434752908615914, 'subsample': 0.9640848942235404, 'colsample_bytree': 0.13321517588297327, 'learning_rate': 0.36789709540696125, 'reg_alpha': 0.34290689612800035, 'reg_lambda': 0.007646387350376929}. Best is trial 590 with value: 0.8162745702907286.
Trial 886 finished with value: -1.2396916184055848 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.5277664442815541, 'subsample': 0.21489930292327897, 'colsample_bytree': 0.9688426615830051, 'learning_rate': 0.6469483549981875, 'reg_alpha': 0.0014398082938879148, 'reg_lambda': 0.00566282973609222}. Best is trial 590 with value: 0.8162745702907286.
Trial 877 finished with value: 0.7685071571869869 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.8397100430053837, 'subsample': 0.26364740748276694, 'colsample_bytree': 0.4319116227017794, 'learning_rate': 0.18722991052826354, 'reg_alpha': 3.580270650904575, 'reg_lambda': 2.2163810875635073}. Best is trial 590 with value: 0.8162745702907286.
Trial 858 finished with value: -0.24928562281966254 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.9292080726182771, 'subsample': 0.3674080986113787, 'colsample_bytree': 0.5874606388417153, 'learning_rate': 0.6514846583417636, 'reg_alpha': 0.00013523697441889475, 'reg_lambda': 0.00033533672989600035}. Best is trial 590 with value: 0.8162745702907286.
Trial 890 finished with value: 0.7976471008798672 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.11832322852848498, 'subsample': 0.4077769241270991, 'colsample_bytree': 0.2249785679739814, 'learning_rate': 0.1847782430710112, 'reg_alpha': 0.00011400966086991684, 'reg_lambda': 0.120743615090801}. Best is trial 590 with value: 0.8162745702907286.
Trial 894 finished with value: 0.752109362324141 and parameters: {'max_depth': 7, 'min_child_weight': 4, 'gamma': 0.5972025080638851, 'subsample': 0.04850865512015878, 'colsample_bytree': 0.938587009116249, 'learning_rate': 0.24346883851854384, 'reg_alpha': 0.7513271487292036, 'reg_lambda': 3.893964614092469}. Best is trial 590 with value: 0.8162745702907286.
Trial 885 finished with value: 0.7869203057151818 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.7108202682473306, 'subsample': 0.12411333148071524, 'colsample_bytree': 0.38981393339422477, 'learning_rate': 0.11270035189946614, 'reg_alpha': 0.0012227514372189121, 'reg_lambda': 0.0002916933405582123}. Best is trial 590 with value: 0.8162745702907286.
Trial 901 finished with value: 0.7195695178805207 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.21104874067134294, 'subsample': 0.28587807236792195, 'colsample_bytree': 0.48980964113451253, 'learning_rate': 0.484090166907877, 'reg_alpha': 0.016379827796968904, 'reg_lambda': 0.28852802756924745}. Best is trial 590 with value: 0.8162745702907286.
Trial 856 finished with value: 0.7599075633466428 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.7499799786697179, 'subsample': 0.7952080208300801, 'colsample_bytree': 0.7817876129754265, 'learning_rate': 0.22554115370554584, 'reg_alpha': 0.004039951677806374, 'reg_lambda': 4.841809599918974}. Best is trial 590 with value: 0.8162745702907286.
Trial 864 finished with value: 0.7334488447641776 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.03427512630227514, 'subsample': 0.468907557076386, 'colsample_bytree': 0.5955707973220865, 'learning_rate': 0.07532272591301303, 'reg_alpha': 3.732107924087383, 'reg_lambda': 0.7376769686107113}. Best is trial 590 with value: 0.8162745702907286.
Trial 872 finished with value: 0.6068456617219534 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.16520150904521247, 'subsample': 0.8724341749265591, 'colsample_bytree': 0.13908330155266513, 'learning_rate': 0.3658319239172466, 'reg_alpha': 0.0004536346397258871, 'reg_lambda': 0.026131838522321753}. Best is trial 590 with value: 0.8162745702907286.
Trial 900 finished with value: 0.708081062696479 and parameters: {'max_depth': 2, 'min_child_weight': 2, 'gamma': 0.835082630479846, 'subsample': 0.3571565131527308, 'colsample_bytree': 0.3094074698726892, 'learning_rate': 0.9049324632671334, 'reg_alpha': 1.121286004149861, 'reg_lambda': 2.1008819611517158}. Best is trial 590 with value: 0.8162745702907286.
Trial 891 finished with value: 0.7373679943365212 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.8697893330387813, 'subsample': 0.8185035924419941, 'colsample_bytree': 0.0675932554389701, 'learning_rate': 0.2479712740700698, 'reg_alpha': 0.028460909222383108, 'reg_lambda': 0.7046241508018031}. Best is trial 590 with value: 0.8162745702907286.
Trial 892 finished with value: 0.29014928719464267 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.1494857642272196, 'subsample': 0.2156467121193697, 'colsample_bytree': 0.6452569980707905, 'learning_rate': 0.53456329406554, 'reg_alpha': 0.0015769024569772007, 'reg_lambda': 0.00012387842822616528}. Best is trial 590 with value: 0.8162745702907286.
Trial 896 finished with value: 0.8156199341766384 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.952485059108956, 'subsample': 0.7189671802484285, 'colsample_bytree': 0.4397754904748784, 'learning_rate': 0.02335555225049446, 'reg_alpha': 0.3445345239203599, 'reg_lambda': 6.399645066694592}. Best is trial 590 with value: 0.8162745702907286.
Trial 916 finished with value: -0.31251268571943946 and parameters: {'max_depth': 2, 'min_child_weight': 2, 'gamma': 0.47161072725558795, 'subsample': 0.0009158682286891651, 'colsample_bytree': 0.3111416243177365, 'learning_rate': 0.8808145970192883, 'reg_alpha': 0.03281912276234118, 'reg_lambda': 1.2598204376484528}. Best is trial 590 with value: 0.8162745702907286.
Trial 898 finished with value: 0.7815382068166289 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.6661881879444203, 'subsample': 0.6674775333710614, 'colsample_bytree': 0.234248413782975, 'learning_rate': 0.3365791820243459, 'reg_alpha': 0.8491239314933251, 'reg_lambda': 8.52176964186029}. Best is trial 590 with value: 0.8162745702907286.
Trial 910 finished with value: 0.27994264750790127 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.7814895854723265, 'subsample': 0.1663178404005735, 'colsample_bytree': 0.9128260450772592, 'learning_rate': 0.7778494417128414, 'reg_alpha': 4.946613964470152, 'reg_lambda': 0.4206990863295743}. Best is trial 590 with value: 0.8162745702907286.
Trial 899 finished with value: 0.7385797280444729 and parameters: {'max_depth': 6, 'min_child_weight': 3, 'gamma': 0.0010408266032675417, 'subsample': 0.8575868608626741, 'colsample_bytree': 0.08407711134974982, 'learning_rate': 0.2480647844903412, 'reg_alpha': 0.08453015888482662, 'reg_lambda': 0.00013042037982355945}. Best is trial 590 with value: 0.8162745702907286.
Trial 915 finished with value: 0.7464344523077623 and parameters: {'max_depth': 2, 'min_child_weight': 2, 'gamma': 0.8774636989955485, 'subsample': 0.1506540515327327, 'colsample_bytree': 0.01023086952052188, 'learning_rate': 0.023335288684843247, 'reg_alpha': 0.009707683343509809, 'reg_lambda': 0.00018500116121412545}. Best is trial 590 with value: 0.8162745702907286.
Trial 914 finished with value: 0.6629846949438815 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.6765998761379317, 'subsample': 0.3939037609695536, 'colsample_bytree': 0.36393536986356734, 'learning_rate': 0.9937841893498229, 'reg_alpha': 0.0040872680518035135, 'reg_lambda': 0.0009655372374303838}. Best is trial 590 with value: 0.8162745702907286.
Trial 911 finished with value: 0.7296726470953192 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.6310639244835281, 'subsample': 0.1104743697452426, 'colsample_bytree': 0.5897085513190424, 'learning_rate': 0.40528465085353216, 'reg_alpha': 0.030846300517700202, 'reg_lambda': 6.097390997385741}. Best is trial 590 with value: 0.8162745702907286.
Trial 908 finished with value: -20025.322227338955 and parameters: {'max_depth': 9, 'min_child_weight': 3, 'gamma': 0.682982770645065, 'subsample': 0.05352371689543156, 'colsample_bytree': 0.22420245462242172, 'learning_rate': 0.7133804852340956, 'reg_alpha': 0.81916634932063, 'reg_lambda': 0.02963865628783957}. Best is trial 590 with value: 0.8162745702907286.
